"Index","CASRN","Chemical.Name","Source","Toxicity.Value","Organ","Reference","Effect","Dose.Converted","X.Doses","Dose","Dose.Unit1","Dose.Unit2","N.Animal","Obs.Animal","Species","Strain","Sex","Effect.Sex","Route","No.Days","Duration","Duration.type"
200,1836755,"Nitrofen (technical grade)","CalEPA",2.3e-05,"liver","National Cancer Institute (NCI, 1979). Bioassay of Nitrofenfor Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 184. NTIS Publication
No. PB 296038. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.

National Cancer Institute (NCI, 1978). Bioassay of Nitrofen for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 26. NTIS Publication
No. PB 277440. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinoma","Dose",3,"6000.0","ppm diet","ppm diet","50","13","Mouse","B6C3F1","M/F","F","Oral diet",NA,"78","Weeks"
201,1897456,"Chlorothalonil","CalEPA",0.0031,"kidneys","National Cancer Institute (1978). Bioassay of Chlorothalonil for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 41. US Department of Health, Education and Welfare Publication No. (NIH) 79-1716. NCI Carcinogenesis
Testing Program, Bethesda, MD.

National Toxicology Program (NTP, 1991). Chemical Status Report. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","benign and malignant kidney tumors","Dose",3,"0.0","ppm (TWA)","ppm (TWA)","10","0","Rat","Osborne-Mendel","M/F","M","Oral diet",NA,"80","Weeks"
201,1897456,"Chlorothalonil","CalEPA",0.0031,"kidneys","National Cancer Institute (1978). Bioassay of Chlorothalonil for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 41. US Department of Health, Education and Welfare Publication No. (NIH) 79-1716. NCI Carcinogenesis
Testing Program, Bethesda, MD.

National Toxicology Program (NTP, 1991). Chemical Status Report. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","benign and malignant kidney tumors","Dose",3,"5063.0","ppm (TWA)","ppm (TWA)","46","3","Rat","Osborne-Mendel","M/F","M","Oral diet",NA,"80","Weeks"
201,1897456,"Chlorothalonil","CalEPA",0.0031,"kidneys","National Cancer Institute (1978). Bioassay of Chlorothalonil for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 41. US Department of Health, Education and Welfare Publication No. (NIH) 79-1716. NCI Carcinogenesis
Testing Program, Bethesda, MD.

National Toxicology Program (NTP, 1991). Chemical Status Report. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","benign and malignant kidney tumors","Dose",3,"10126.0","ppm (TWA)","ppm (TWA)","49","4","Rat","Osborne-Mendel","M/F","M","Oral diet",NA,"80","Weeks"
202,1937377,"Direct Black 38 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6, Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Seric:s No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"0.0","ppm","ppm","10","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
202,1937377,"Direct Black 38 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6, Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Seric:s No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"190.0","ppm","ppm","10","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
202,1937377,"Direct Black 38 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6, Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Seric:s No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"375.0","ppm","ppm","10","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
202,1937377,"Direct Black 38 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6, Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Seric:s No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"750.0","ppm","ppm","10","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
202,1937377,"Direct Black 38 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6, Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Seric:s No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"1500.0","ppm","ppm","9","9","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
202,1937377,"Direct Black 38 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6, Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Seric:s No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"3000.0","ppm","ppm","9","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
203,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","squamous cell papilloma or carcinoma","Dose",4,"0.0","ppm","ppm","49","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
203,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","squamous cell papilloma or carcinoma","Dose",4,"1250.0","ppm","ppm","50","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
203,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","squamous cell papilloma or carcinoma","Dose",4,"2500.0","ppm","ppm","50","2","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
203,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","squamous cell papilloma or carcinoma","Dose",4,"5000.0","ppm","ppm","49","4","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
204,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","transitional cell papilloma or carcinoma","Dose",4,"0.0","ppm","ppm","49","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
204,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","transitional cell papilloma or carcinoma","Dose",4,"1250.0","ppm","ppm","50","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
204,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","transitional cell papilloma or carcinoma","Dose",4,"2500.0","ppm","ppm","50","10","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
204,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","transitional cell papilloma or carcinoma","Dose",4,"5000.0","ppm","ppm","49","11","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
205,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","Leiomyoma or Leiomyosarcoma","Dose",4,"0.0","ppm","ppm","49","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
205,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","Leiomyoma or Leiomyosarcoma","Dose",4,"1250.0","ppm","ppm","50","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
205,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","Leiomyoma or Leiomyosarcoma","Dose",4,"2500.0","ppm","ppm","50","7","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
205,2475458,"Disperse Blue 1 (Technical Grade)","CalEPA",0.0045,"bladder","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Disperse Blue 1 (a commercial dye containing approximately 50% I.4.5.8-tetra amino
anthraquinone. 30% other compounds structurally related to I.4,5.8-tetra amino anthraquinone and 20% water in F344IN Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 299. NIH Publication No. 86-2555. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","Leiomyoma or Leiomyosarcoma","Dose",4,"5000.0","ppm","ppm","49","41","Rat","Fischer 344","M/F","M","Oral diet",NA,"103","Weeks"
206,2602462,"Direct Blue 6 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6. Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Series No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"0.0","ppm","ppm","10","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
206,2602462,"Direct Blue 6 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6. Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Series No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"190.0","ppm","ppm","10","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
206,2602462,"Direct Blue 6 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6. Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Series No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"375.0","ppm","ppm","10","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
206,2602462,"Direct Blue 6 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6. Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Series No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"750.0","ppm","ppm","10","0","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
206,2602462,"Direct Blue 6 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6. Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Series No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"1500.0","ppm","ppm","10","8","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
206,2602462,"Direct Blue 6 (Technical Grade)","CalEPA",7.4,"liver","National Cancer Institute (NCI, 1978). 13-Week Subchronic Toxicity Studies of Direct Blue 6. Direct Black 38, and Direct Brown 95 Dyes. Carcinogenesis Technical Report Series No. 108. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","hepatocellular carcinomas","Dose",6,"3000.0","ppm","ppm","9","1","Rat","Fischer 344","M/F","M","Oral diet",NA,"91","Days"
207,2784943,"HC Blue 1","CalEPA",0.051,"liver","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of HC Blue 1 in F344/N Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series; No. 271. NTIS Publication No. PB 86-114683. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","liver tumor (hepatocellular adenoma or carcinoma)","Dose",3,"0.0","ppm diet","ppm diet","50","3","Mouse","B6C3F1","M/F","F","Oral diet",NA,"104","Weeks"
207,2784943,"HC Blue 1","CalEPA",0.051,"liver","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of HC Blue 1 in F344/N Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series; No. 271. NTIS Publication No. PB 86-114683. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","liver tumor (hepatocellular adenoma or carcinoma)","Dose",3,"1500.0","ppm diet","ppm diet","48","33","Mouse","B6C3F1","M/F","F","Oral diet",NA,"104","Weeks"
207,2784943,"HC Blue 1","CalEPA",0.051,"liver","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of HC Blue 1 in F344/N Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series; No. 271. NTIS Publication No. PB 86-114683. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","liver tumor (hepatocellular adenoma or carcinoma)","Dose",3,"3000.0","ppm diet","ppm diet","49","47","Mouse","B6C3F1","M/F","F","Oral diet",NA,"104","Weeks"
208,3546109,"Phenesterin","CalEPA",150,"lung","National Cancer Institute (NCI, 1978). Bioassay of Phenesterin for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 60. NTIS Publication No. PH 283361. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","lung tumors (alveolar/broncholar  carcinomas)","Conv",4,"0.0","mg/kg-day (ADJ)","mg/kg-day","70","1","Mouse","B6C3F1","M/F","F","Oral gavage",3,"83","Weeks"
208,3546109,"Phenesterin","CalEPA",150,"lung","National Cancer Institute (NCI, 1978). Bioassay of Phenesterin for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 60. NTIS Publication No. PH 283361. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","lung tumors (alveolar/broncholar  carcinomas)","Conv",4,"3.0","mg/kg-day (ADJ)","mg/kg-day","38","8","Mouse","B6C3F1","M/F","F","Oral gavage",3,"83","Weeks"
208,3546109,"Phenesterin","CalEPA",150,"lung","National Cancer Institute (NCI, 1978). Bioassay of Phenesterin for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 60. NTIS Publication No. PH 283361. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","lung tumors (alveolar/broncholar  carcinomas)","Conv",4,"6.4","mg/kg-day (ADJ)","mg/kg-day","27","0","Mouse","B6C3F1","M/F","F","Oral gavage",3,"83","Weeks"
208,3546109,"Phenesterin","CalEPA",150,"lung","National Cancer Institute (NCI, 1978). Bioassay of Phenesterin for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 60. NTIS Publication No. PH 283361. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","lung tumors (alveolar/broncholar  carcinomas)","Conv",4,"12.8","mg/kg-day (ADJ)","mg/kg-day","31","0","Mouse","B6C3F1","M/F","F","Oral gavage",3,"83","Weeks"
209,3546109,"Phenesterin","CalEPA",150,"lung","National Cancer Institute (NCI, 1978). Bioassay of Phenesterin for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 60. NTIS Publication No. PH 283361. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","lung tumors (alveolar/broncholar  adenomas)","Conv",4,"0.0","mg/kg-day (ADJ)","mg/kg-day","70","1","Mouse","B6C3F1","M/F","Both","Oral gavage",3,"83","Weeks"
209,3546109,"Phenesterin","CalEPA",150,"lung","National Cancer Institute (NCI, 1978). Bioassay of Phenesterin for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 60. NTIS Publication No. PH 283361. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","lung tumors (alveolar/broncholar  adenomas)","Conv",4,"3.0","mg/kg-day (ADJ)","mg/kg-day","38","7","Mouse","B6C3F1","M/F","Both","Oral gavage",3,"83","Weeks"
209,3546109,"Phenesterin","CalEPA",150,"lung","National Cancer Institute (NCI, 1978). Bioassay of Phenesterin for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 60. NTIS Publication No. PH 283361. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","lung tumors (alveolar/broncholar  adenomas)","Conv",4,"6.4","mg/kg-day (ADJ)","mg/kg-day","27","1","Mouse","B6C3F1","M/F","Both","Oral gavage",3,"83","Weeks"
209,3546109,"Phenesterin","CalEPA",150,"lung","National Cancer Institute (NCI, 1978). Bioassay of Phenesterin for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 60. NTIS Publication No. PH 283361. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","lung tumors (alveolar/broncholar  adenomas)","Conv",4,"12.8","mg/kg-day (ADJ)","mg/kg-day","31","1","Mouse","B6C3F1","M/F","Both","Oral gavage",3,"83","Weeks"
210,3761533,"Ponceau MX","CalEPA",0.0045,"liver","Grasso P, Lansdown ABG, Kiss IS, Gaunt IF and Gangolli SD (1969). Nodular hyperplasia in the rat liver following prolonged feeding of ponceau MX. Food Cosmet.
Toxicol. 7: 425-442.","nodular hyperplasia with fibrosis","Dose",5,"0.0","% diet","% diet","30","0","Rat","CFE","M/F","F","Oral diet",NA,"104","Weeks"
210,3761533,"Ponceau MX","CalEPA",0.0045,"liver","Grasso P, Lansdown ABG, Kiss IS, Gaunt IF and Gangolli SD (1969). Nodular hyperplasia in the rat liver following prolonged feeding of ponceau MX. Food Cosmet.
Toxicol. 7: 425-442.","nodular hyperplasia with fibrosis","Dose",5,"0.125","% diet","% diet","30","1","Rat","CFE","M/F","F","Oral diet",NA,"104","Weeks"
210,3761533,"Ponceau MX","CalEPA",0.0045,"liver","Grasso P, Lansdown ABG, Kiss IS, Gaunt IF and Gangolli SD (1969). Nodular hyperplasia in the rat liver following prolonged feeding of ponceau MX. Food Cosmet.
Toxicol. 7: 425-442.","nodular hyperplasia with fibrosis","Dose",5,"0.25","% diet","% diet","29","0","Rat","CFE","M/F","F","Oral diet",NA,"104","Weeks"
210,3761533,"Ponceau MX","CalEPA",0.0045,"liver","Grasso P, Lansdown ABG, Kiss IS, Gaunt IF and Gangolli SD (1969). Nodular hyperplasia in the rat liver following prolonged feeding of ponceau MX. Food Cosmet.
Toxicol. 7: 425-442.","nodular hyperplasia with fibrosis","Dose",5,"0.5","% diet","% diet","28","5","Rat","CFE","M/F","F","Oral diet",NA,"104","Weeks"
210,3761533,"Ponceau MX","CalEPA",0.0045,"liver","Grasso P, Lansdown ABG, Kiss IS, Gaunt IF and Gangolli SD (1969). Nodular hyperplasia in the rat liver following prolonged feeding of ponceau MX. Food Cosmet.
Toxicol. 7: 425-442.","nodular hyperplasia with fibrosis","Dose",5,"1.0","% diet","% diet","25","14","Rat","CFE","M/F","F","Oral diet",NA,"104","Weeks"
211,5216251,"Tetrachlorotoluene, Para, Alpha, Alpha, Alpha-","HEAST",20,"lung","Fukada, K.S., Matsashita and K. Takemoto. 1979. Carcinogenicity of p-Chlorobenzotrichloride. Proc of Japan Assoc of Ind Health, p. 330-331.","Adenocarcinoma in the lung","Conv",6,"0.0","mg/kg-day","uL","26","0","Mouse","ICR","F","Both","Oral gavage",2,"17.5","Weeks"
211,5216251,"Tetrachlorotoluene, Para, Alpha, Alpha, Alpha-","HEAST",20,"lung","Fukada, K.S., Matsashita and K. Takemoto. 1979. Carcinogenicity of p-Chlorobenzotrichloride. Proc of Japan Assoc of Ind Health, p. 330-331.","Adenocarcinoma in the lung","Conv",6,"0.17","mg/kg-day","uL","22","3","Mouse","ICR","F","Both","Oral gavage",2,"17.5","Weeks"
211,5216251,"Tetrachlorotoluene, Para, Alpha, Alpha, Alpha-","HEAST",20,"lung","Fukada, K.S., Matsashita and K. Takemoto. 1979. Carcinogenicity of p-Chlorobenzotrichloride. Proc of Japan Assoc of Ind Health, p. 330-331.","Adenocarcinoma in the lung","Conv",6,"0.45","mg/kg-day","uL","28","7","Mouse","ICR","F","Both","Oral gavage",2,"17.5","Weeks"
211,5216251,"Tetrachlorotoluene, Para, Alpha, Alpha, Alpha-","HEAST",20,"lung","Fukada, K.S., Matsashita and K. Takemoto. 1979. Carcinogenicity of p-Chlorobenzotrichloride. Proc of Japan Assoc of Ind Health, p. 330-331.","Adenocarcinoma in the lung","Conv",6,"1.1","mg/kg-day","uL","22","10","Mouse","ICR","F","Both","Oral gavage",2,"17.5","Weeks"
211,5216251,"Tetrachlorotoluene, Para, Alpha, Alpha, Alpha-","HEAST",20,"lung","Fukada, K.S., Matsashita and K. Takemoto. 1979. Carcinogenicity of p-Chlorobenzotrichloride. Proc of Japan Assoc of Ind Health, p. 330-331.","Adenocarcinoma in the lung","Conv",6,"2.75","mg/kg-day","uL","29","15","Mouse","ICR","F","Both","Oral gavage",2,"17.5","Weeks"
211,5216251,"Tetrachlorotoluene, Para, Alpha, Alpha, Alpha-","HEAST",20,"lung","Fukada, K.S., Matsashita and K. Takemoto. 1979. Carcinogenicity of p-Chlorobenzotrichloride. Proc of Japan Assoc of Ind Health, p. 330-331.","Adenocarcinoma in the lung","Conv",6,"6.88","mg/kg-day","uL","29","2","Mouse","ICR","F","Both","Oral gavage",2,"17.5","Weeks"
212,6109973,"3-Amino-9-ethylcarbazolehydrochloride","CalEPA",0.078,"liver","National Cancer Institute (NCI, 1978). Bioassay of 3-Amino-9-Ethylcarbazole Hydrochloride for Possible Carcinogenicity. Carcinogenesis Technical Report Series,
Technical Report No. 93. DHEW Publication No. (NIH) 78-1337. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","benign and malignant liver tumors","Dose",3,"0.0","ppm","ppm","94","1","Rat","Fischer 344","M/F","M","Oral diet",NA,"78","Weeks"
212,6109973,"3-Amino-9-ethylcarbazolehydrochloride","CalEPA",0.078,"liver","National Cancer Institute (NCI, 1978). Bioassay of 3-Amino-9-Ethylcarbazole Hydrochloride for Possible Carcinogenicity. Carcinogenesis Technical Report Series,
Technical Report No. 93. DHEW Publication No. (NIH) 78-1337. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","benign and malignant liver tumors","Dose",3,"800.0","ppm","ppm","42","12","Rat","Fischer 344","M/F","M","Oral diet",NA,"78","Weeks"
212,6109973,"3-Amino-9-ethylcarbazolehydrochloride","CalEPA",0.078,"liver","National Cancer Institute (NCI, 1978). Bioassay of 3-Amino-9-Ethylcarbazole Hydrochloride for Possible Carcinogenicity. Carcinogenesis Technical Report Series,
Technical Report No. 93. DHEW Publication No. (NIH) 78-1337. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.","benign and malignant liver tumors","Dose",3,"2000.0","ppm","ppm","48","22","Rat","Fischer 344","M/F","M","Oral diet",NA,"78","Weeks"
213,8001352,"Toxaphene","IRIS",1.1,"liver","Litton Bionetics. 1978. Carcinogenic evaluation in mice: Toxaphene. Final report. Prepared by Litton Bionetics, Inc., Kensington, MD for Hercules, Inc., Wilmington, DE. LBI Project No. 20602.","hepatocellular carcinomas and neoplastic nodules","HEq",4,"0.0","mg/kg/day","ppm","53","10","Mouse","B6C3F1","M/F","M","Oral diet",NA,"18","Months"
